Tweet,Location,Created_Date,Username,Screen_Name,Polarity,Match
"OfficialMUL: Dr. Murad Ras, Provincial Minister for School Education , Punjab was on a visit at MUL to meet Dr. Hussain Mohi-Ud-Din Qad",Pakistan,2019-10-31 12:35:39,#InSearchOfJustice,AmArifMkw,Nutral,
Purneauni: Be the next pick for big organizations. Firms are looking out for professionals with strong business skill. Join MBA. For mo,"Purnea(Purnia)/Patna, India",2019-10-31 12:35:38,Krishna Kundan Kumar,itserkkk1008,Positive,strong
MIOPeG_USyd: Prof Patrick Brennan shared the teams journey in developing a University startup company detected_x for breast screen edu,,2019-10-31 12:35:25,Salmam Albeshan,AlbeshanSalman,Nutral,
Aisha56567186: Mohamadlapai Abdyusuf1984 Banjy47 ElderAdewuyi1 Ayourb ishakaa IsuphJt iyaboawokoya Funkemyfun teguando1 tfx4,Nigeria,2019-10-31 12:35:18,Yusuf Olatunji,Abdyusuf1984,Nutral,
"realDonaldTrump Sad, parents going to jail for wanting kids to have a education.  Trump
Had a fake university and",,2019-10-31 12:35:16,Trump Is A Bigot,noteabaggers,Nutral,"trump,fake"
nigewillson: 'It's an educational revolution': how AI is transforming university life via  guardian  #ai #Artif,"Poole, Dorset",2019-10-31 12:35:08,Proverbs14.29,Proverbs142,Nutral,
"#_____
Upscale schools, private universities and Allama Iqbal Open University (AIOU) are loca","Charsadda, Pakistan",2019-10-31 12:34:56,Muhammad Wakeel,MWakeel999,Positive,upscale
OlasupoJk ABIE4REAL seyiamakinde Osun State has found her footing in tertiary education. Osun State University r,Skyways,2019-10-31 12:34:47,Sir Jay,EarnestSir,Nutral,
"poem_unlimited: Lecturer in Creative Writing - University of Exeter - full-time, permanent - closes: 27th November 2019","Ely, England",2019-10-31 12:34:38,Dr Elaine Ewart,EwartElaine,Positive,creative
TheBotanics SchGardeners RBGE_Education RBGE_Science and another group today for day 2 - It's from within these,Edinburgh,2019-10-31 12:34:21,RBGE_Plant_Records,RBGE_Plant_Rec,Nutral,
"FabienFerrero: Ready for my LoRaWan training in University of Education in DaNang, Vietnam !","Nizza, Francia",2019-10-31 12:32:26,Leonardo Lizzi,leolizzi,Positive,ready
Aisha56567186: Mohamadlapai Abdyusuf1984 Banjy47 ElderAdewuyi1 Ayourb ishakaa IsuphJt iyaboawokoya Funkemyfun teguando1 tfx4,warri - Nigeri,2019-10-31 12:31:00,Ismaeel,Banjy47,Nutral,
educationnewsca: Jennifer Abols appointed leader at Canada's Mining University LaurentianU  -  #Ontario #Appoin,"Sudbury, ON",2019-10-31 12:30:23,Goodman School of Mines,GSM_LU,Nutral,
UncleSamad_: You actually finish your basic education in secondary school. You go to the university to learn a skill.,South Africa,2019-10-31 12:30:19,Zuex,zx_underscore,Nutral,
"""Shippensburg University, along with three other universities, is sharing portions of an $11.8 million grant toward","Shippensburg, PA",2019-10-31 12:30:17,The Slate,ShipUSlate,Nutral,
"Free Education University - How to find scholarships and grants specifically tailored to your personality type, hob",United States,2019-10-31 12:30:10,Larry L. Robinson - Free - Education - University,dealsoftakis,Positive,free
OUScotland: #JennieLee? Who was she?! 10 things you might not know about this inspirational Scottish woman are in today's TheScotsman,"Milton Keynes, England",2019-10-31 12:29:47,Open University Citizenship & Governance Research,OUCitizenGovern,Positive,inspirational
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Ringim, Jigawa, Nigeria",2019-10-31 12:29:19,Kabir Ringim,RingimKabir,Nutral,
Clay Richie: Anti-Sexual Harassment Law: End of road for randy ...  #News #Nigeria #Africa,Abuja,2019-10-31 12:29:06,CLAY RICHIE,Richie_Clay,Negative,harassment
Mohamadlapai Abdyusuf1984 Banjy47 ElderAdewuyi1 Ayourb ishakaa IsuphJt iyaboawokoya Funkemyfun teguando1,"Abuja, Nigeria",2019-10-31 12:28:58,Aisha,Aisha56567186,Nutral,
"FEUAdvocate: ICYMI: In celebration of the World Teacher's Day, Institute of Education (IE) together with other stakeholders held a foru",unknown island,2019-10-31 12:28:40,KOKO,anjb22,Positive,celebration
LocalManWolf: If Makerere is a govt University let government increase its funding to the university by 15% every year. Govt is suppose,"Kampala, Uganda",2019-10-31 12:28:35,Ken,AheiseKenn,Nutral,
"Life on the University Campus got me like this. 

Early Childhood Education week, rocking Jean and Jersey!

No fea","Benin-City, Edo, Nigeria",2019-10-31 12:28:31,#IsraelOA,Israeloa_tweets,Positive,like
EricOrcadian: Students of color demand racist exams like SAT and ACT be dropped from the University of California admissions criteria,Espaa,2019-10-31 12:27:42,DiscordEsmeraldo,DiscordEsmeral1,Nutral,"racist,like"
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,Ubiquitous,2019-10-31 12:27:02,Mahmoud,Docsafana1,Nutral,
GeorginaCLee: Trinity Hall seems to be as tangled up in its handling of recent sexual harassment complaints as many other universities.,"Maidenhead, South East",2019-10-31 12:26:00,Julie Taberer @ AO Advocates,TabererJulie,Negative,"tangled,harassment,complaints"
"I salute BreshnaMusazai, from #Afghanistan, who did not let the impact of #polio or an attack on her university de",London via Baghdad & Jo'burg,2019-10-31 12:25:56,Serena A. Chaudhry,SerenaChaudhry,Nutral,"salute,attack"
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,Abuja,2019-10-31 12:25:42,Saidu Ismail Ahmed,Sadisahmed,Nutral,
"CedricLiveShow: When CedricNdilima finds out that kanyindo wedded mkbernz , a city lawyer she had never set eyes on until the weddin",,2019-10-31 12:25:26,Daniels,Daniels54050485,Nutral,
I &lt;3 Brown University: Where students will bang TA's for create safe-space education,,2019-10-31 12:24:01,John Locke,yungblueno,Nutral,
"PirateMulwana: In his opening remarks for the session, Dr. Tom Rudmik - Founder, Masters Academy &amp; College Calgary, Canada says the re",KAMPALA,2019-10-31 12:23:59,Derrick Muwonge,Am_Derro,Positive,masters
"PirateMulwana: Moving ahead, Dr. Tom Rudmik - Founder, Masters Academy and College Calgary, Canada says our paradigm of Education is i",KAMPALA,2019-10-31 12:23:55,Derrick Muwonge,Am_Derro,Positive,masters
"College Board, an American not-profit driven organisation that connects students to college announced 8 new Indian","New Delhi, India",2019-10-31 12:23:29,Eduvoice,eduvoicesocial,Nutral,
"araoameny: So Janet Museveni, a WHOLE Minister of Education, wife of Ugandas president who has ruled for 34 yrs, quotes the Oxford dic","kisumu,kenya",2019-10-31 12:22:59,brian wattanga,BWattanga,Nutral,
ixisit: See how #React360 is used with a headless #Drupal CMS to feed visual content in to a virtual reality experience in higher educa,Cheshire,2019-10-31 12:22:43, Mike C ,buddaboy,Nutral,
"Malcalm listed 8 challenges of Education and Training in the Oil and Gas Industry in Africa:
1. Outdated curriculum",Nigeria,2019-10-31 12:22:28,Africa Oil Gas Talent Summit,africaogtsummit,Nutral,
NEONHE: Young people in England who receive unconditional offers before getting their exam results are more likely to drop out in their,,2019-10-31 12:22:22,PushTalks,PushTalks,Positive,unconditional
davidbowdenpr: Looking forward to chairing this discussion on Sunday on universities &amp; further/higher education,Newcastle/Gateshead,2019-10-31 12:22:00,Jon Bryan,jonbryan,Nutral,
Young people in England who receive unconditional offers before getting their exam results are more likely to drop,United Kingdom,2019-10-31 12:21:55,NEON,NEONHE,Positive,unconditional
Looking forward to chairing this discussion on Sunday on universities &amp; further/higher education  #BattleOfIdeasFest,"London, England",2019-10-31 12:21:20,David Bowden,davidbowdenpr,Nutral,
"Looking to pay someone to write your 
#coursework homework #assignment #essay/paper
#Computer science 
#Law",United States,2019-10-31 12:21:11,Sublime writers,sublimewriter10,Nutral,
"thehill The public education system created in America, particularly at the college and University level, is one o",Chicago,2019-10-31 12:20:52,Gene Penise,GenePenise,Nutral,
"Explore the cutting edge of learning with organizations like New Schools Venture Fund, Southern New Hampshire Unive","Boston, MA",2019-10-31 12:20:05,LearnLaunch,LearnLaunch,Positive,like
on_germany: Today in 1952 Albert Schweitzer received the Nobel Peace Prize.  Born in Kaysersberg in Alsace in 1875 he grew up with a be,Germany,2019-10-31 12:18:54,Germany,CEO_of_Germany,Positive,peace
derylhatch: Just announced: We've been approved to search for an assistant professor of higher education here at the University of Nebr,"San Antonio, TX",2019-10-31 12:18:38,Kendall Johnson,KendallNtKindle,Nutral,
You actually finish your basic education in secondary school. You go to the university to learn a skill.,movement. ,2019-10-31 12:18:34,Ted Mosby.,UncleSamad_,Nutral,
"TheGunBlog: Its great to see Canadas biggest media (CBC, Globe, Star, ...) digging into the causes of violent crime at the intersecti",Riverview NB ,2019-10-31 12:18:25,SON_OF_A_GUNer,of_guner,Negative,"great,violent,crime"
"edcns_ineditas: tr. ""Protests &amp; riots in #Panama against a Constitutional reform. Protestors denounce reforms which favor interests set",under the bridge by the highwa,2019-10-31 12:18:22,organize crime! ,anarcha_klezmer,Positive,"denounce,reforms,favor,interests"
"#VoteLabour2019 Labour will reintroduce maintenance grants for #university #students, and we will abolish universit",European Union .,2019-10-31 12:17:38,Dr Finn Mackay,Finn_Mackay,Negative,abolish
CincinnatiWest: Congratulations to Lexi Knight! Lexi has committed to play soccer and to further her education at Marian University.  L,United States,2019-10-31 12:17:28,Prep Soccer House,prepsoccerhouse,Positive,congratulations
"FreddieBailey96: Funny how some people argue that we cannot afford to make University Education free.

It's free in Scotland.
#VoteLabo",,2019-10-31 12:17:13,tracey evans,traceye04256666,Positive,"funny,afford,free"
"TOMRJZSR: The true cost of liberal policies being imposed on education !
Former university president warns of 'ideological fascism' on",,2019-10-31 12:16:19,pat,pat986542,Nutral,
"The Asante-Mampong College of Agriculture of the University of Education, Winneba (UEW), has taken deliberate steps","ACCRA, GHANA, WEST AFRICA",2019-10-31 12:15:46,Ghana News Agency,GHANANEWSAGENCY,Nutral,
"The 2nd International Seminar &amp; Inovation Competition on Physical Education and Sports (UPSI, Thaksin University &amp;",,2019-10-31 12:15:37,Ahmad Najib,coachnajib,Nutral,
"lesleyabravanel: realDonaldTrump GovDunleavy Dunleavy made his own bed, you petulant #PABPotus. His cuts to public assistance, educat","Washington, DC",2019-10-31 12:15:29,Lady Furnish,Ladyfurnish,Nutral,
"Free Education University &gt;&gt; How to get grants for trade or vocational school, community colleges, or a university","Secaucus, NJ",2019-10-31 12:15:18,Johana Sothan - Free Education University,SothanJohana,Positive,free
PaulDudman: Education Without Borders: refugee rights in higher education. Lightning talk by University of East London Archivist Paul D,"London, England",2019-10-31 12:14:46,LivingRefugeeArchive,LivingRefArch,Nutral,
The cost for university education is actually ridiculous given that you teach yourself 80% of the curriculum., ,2019-10-31 12:14:30,Keri Morgan,Kercinogen,Negative,ridiculous
guardian Well a bigger question should be asked is why working-class boys are the biggest disadvantaged group in e,United Kingdom,2019-10-31 12:14:00,Jamie Liddell,Jamie_L_UK,Nutral,"well,disadvantaged"
"""The administrations attack on philosophy, theatre and the library demonstrates that they view education as a disp","Pennsylvania, USA",2019-10-31 12:13:54,Erin Dorney,edorney,Negative,attack
"jezlai: terrencedass Never in te world exist a Public University subsidised by tax payers. But admits only a certain race.
This Utter",United Kingdom ,2019-10-31 12:13:48,Jess,jezlai,Nutral,
"Moving ahead, Dr. Tom Rudmik - Founder, Masters Academy and College Calgary, Canada says our paradigm of Education",Uganda,2019-10-31 12:13:47,Pirate,PirateMulwana,Positive,masters
dmightyangel gbolaekemode If a DVC said IPPIS is a spreadsheet and spreadsheets are not software who is,"Lagos, Nigeria",2019-10-31 12:13:43,Olusoga Owoeye,olusogaowoeye,Nutral,
Getting a Higher Education at Cannabis Training University - Dank,"Denver, CO",2019-10-31 12:13:17,Cannabis Training University,CannabisTU,Nutral,
"barneyfarmer: One problem is that millions believe they learned critical thinking over the course of their university education, when i",,2019-10-31 12:12:05,Whimsy Returns QC,WhimsyReturns,Negative,"problem,critical"
"barneyfarmer: One problem is that millions believe they learned critical thinking over the course of their university education, when i","Englandton, UKville.",2019-10-31 12:11:03,Sir John Nipples,BenignSyphilis,Negative,"problem,critical"
"Didn't Kentucky move to south of the RioGrande right around 1984? 

McConnell was first elected to the Senate in 19",,2019-10-31 12:10:11,rd,rdonal,Positive,right
WolfieBabiee Sorry canamin but I disagree with u on this. Barzani shouldnt be giving his little son with NO experi,Toronto,2019-10-31 12:09:57, Save Rojava,graygallaxy,Negative,"sorry,disagree"
"In his opening remarks for the session, Dr. Tom Rudmik - Founder, Masters Academy &amp; College Calgary, Canada says t",Uganda,2019-10-31 12:09:53,Pirate,PirateMulwana,Positive,masters
"Calthalas: It is a sign of the situation in the UK that policies like

public ownership of railways
free childcare
healthcare free at t",Poland - Gdask,2019-10-31 12:09:35,Miosz Matiaszuk,matiaszuk,Positive,"like,free"
"Markie_Jay06: Considering a PhD? Interested in studying race, space, and education reform? Enjoy yearlong sunshine?

You should come",,2019-10-31 12:09:30,Stark but not Tony,DrB_Allen,Positive,enjoy
Gavin Craik from ETSI #TheStandardsPeople is lecturing on #Education about Standards to international students at t,Europe,2019-10-31 12:09:11,ETSI,ETSI_STANDARDS,Nutral,
"""Unlikely"" narrated by Jaye Fenderson, a former admissions officer at Columbia University, dissects how higher educ",,2019-10-31 12:09:08,James Hellman,northmadisonct,Nutral,
